N,P,APE,kappa,runtime,K,dt,runFile
5,10000,3.23931,4379950000000.0,0.0038417,90.0,0.2,0
10,10000,2.51995,9551800000000.0,0.0077483,90.0,0.1,0
100,10000,2.89081,375407000000000.0,0.0757288,90.0,0.01,0
125,10000,0.632732,616000000000000.0,0.115654,90.0,0.008,0
400,10000,1.17894,516423000000000.0,0.30225,90.0,0.0025,0
500,10000,0.103057,197028000000000.0,0.381463,90.0,0.002,0
1000,10000,0.599644,1063890000000000.0,0.793627,90.0,0.001,0
5000,10000,4.09208,2937080000000000.0,4.08542,90.0,0.0002,0
5,10000,1.00822,4217890000000.0,0.0046558,90.0,0.2,0
10,10000,0.158198,12977500000000.0,0.0091857,90.0,0.1,0
100,10000,0.570999,174023000000000.0,0.0806268,90.0,0.01,0
125,10000,1.20564,875426000000000.0,0.125285,90.0,0.008,0
400,10000,0.698247,217716000000000.0,0.299544,90.0,0.0025,0
500,10000,0.804454,3820830000000000.0,0.391878,90.0,0.002,0
1000,10000,1.72225,643513000000000.0,0.778646,90.0,0.001,0
5000,10000,1.39192,4146750000000000.0,4.12702,90.0,0.0002,0
5,10000,3.51036,5116930000000.0,0.0045213,90.0,0.2,0
10,10000,1.3392,14583100000000.0,0.0076802,90.0,0.1,0
100,10000,2.63487,1194600000000000.0,0.0826681,90.0,0.01,0
125,10000,1.55644,489883000000000.0,0.10008,90.0,0.008,0
400,10000,0.751549,2345550000000000.0,0.303594,90.0,0.0025,0
500,10000,1.76294,716756000000000.0,0.387417,90.0,0.002,0
1000,10000,1.39055,386003000000000.0,0.790803,90.0,0.001,0
5000,10000,1.2928,3241080000000000.0,4.2125,90.0,0.0002,0
5,10000,0.378946,4965400000000.0,0.0046074,90.0,0.2,0
10,10000,0.305742,13181300000000.0,0.0076118,90.0,0.1,0
100,10000,1.20009,159660000000000.0,0.0740604,90.0,0.01,0
125,10000,1.64953,440966000000000.0,0.0980516,90.0,0.008,0
400,10000,1.48257,180594000000000.0,0.31208,90.0,0.0025,0
500,10000,0.345557,3042800000000000.0,0.391313,90.0,0.002,0
1000,10000,0.742265,598593000000000.0,0.805295,90.0,0.001,0
5000,10000,0.251409,2309930000000000.0,4.28201,90.0,0.0002,0
5,10000,2.23225,5385010000000.0,0.0047947,90.0,0.2,0
10,10000,0.841755,18394600000000.0,0.0084909,90.0,0.1,0
100,10000,2.79124,553468000000000.0,0.075413,90.0,0.01,0
125,10000,4.8413,776128000000000.0,0.0986365,90.0,0.008,0
400,10000,0.527413,2093570000000000.0,0.299035,90.0,0.0025,0
500,10000,1.72541,4104380000000000.0,0.410169,90.0,0.002,0
1000,10000,0.0185735,51420200000000.0,0.811091,90.0,0.001,0
5000,10000,0.495319,2125350000000000.0,4.10783,90.0,0.0002,0
5,10000,3.50539,5938680000000.0,0.0046083,90.0,0.2,0
10,10000,2.81636,15548400000000.0,0.007552,90.0,0.1,0
100,10000,2.86995,116094000000000.0,0.0759224,90.0,0.01,0
125,10000,3.18744,482815000000000.0,0.115638,90.0,0.008,0
400,10000,0.193957,1269350000000000.0,0.298847,90.0,0.0025,0
500,10000,0.704478,306576000000000.0,0.405941,90.0,0.002,0
1000,10000,0.607856,379776000000000.0,0.810426,90.0,0.001,0
5000,10000,0.217058,763018000000000.0,4.16169,90.0,0.0002,0
5,10000,0.237615,4182410000000.0,0.0046147,90.0,0.2,0
10,10000,1.70201,15423400000000.0,0.009141,90.0,0.1,0
100,10000,4.44746,562394000000000.0,0.0804282,90.0,0.01,0
125,10000,0.927704,4999130000000000.0,0.107077,90.0,0.008,0
400,10000,1.3742,774981000000000.0,0.29953,90.0,0.0025,0
500,10000,2.86497,1349470000000000.0,0.385328,90.0,0.002,0
1000,10000,2.5173,1182060000000000.0,0.793869,90.0,0.001,0
5000,10000,1.89534,493742000000000.0,4.19985,90.0,0.0002,0
5,10000,1.56067,4538350000000.0,0.0047804,90.0,0.2,0
10,10000,0.440056,18592200000000.0,0.0092422,90.0,0.1,0
100,10000,2.24566,1665070000000000.0,0.077696,90.0,0.01,0
125,10000,0.132844,283630000000000.0,0.128926,90.0,0.008,0
400,10000,0.0250621,800953000000000.0,0.298073,90.0,0.0025,0
500,10000,0.0231831,2746630000000000.0,0.377835,90.0,0.002,0
1000,10000,0.445429,439227000000000.0,0.794744,90.0,0.001,0
5000,10000,1.24966,1888560000000000.0,4.2377,90.0,0.0002,0
5,10000,2.82018,5446800000000.0,0.0046414,90.0,0.2,0
10,10000,1.29385,18525900000000.0,0.0094428,90.0,0.1,0
100,10000,2.4346,118172000000000.0,0.0815765,90.0,0.01,0
125,10000,0.185926,1769580000000000.0,0.0987985,90.0,0.008,0
400,10000,2.13224,311263000000000.0,0.297391,90.0,0.0025,0
500,10000,1.87647,230763000000000.0,0.389976,90.0,0.002,0
1000,10000,2.83245,3946620000000000.0,0.820788,90.0,0.001,0
5000,10000,0.189461,663067000000000.0,4.16414,90.0,0.0002,0
5,10000,3.68038,4339660000000.0,0.0047167,90.0,0.2,0
10,10000,1.85025,10337500000000.0,0.0074947,90.0,0.1,0
100,10000,0.143167,2621400000000000.0,0.0776269,90.0,0.01,0
125,10000,1.43759,514738000000000.0,0.0984145,90.0,0.008,0
400,10000,1.59203,1237440000000000.0,0.302674,90.0,0.0025,0
500,10000,0.462939,339914000000000.0,0.387732,90.0,0.002,0
1000,10000,0.650874,4117640000000000.0,0.850969,90.0,0.001,0
5000,10000,1.42698,1660000000000000.0,4.19167,90.0,0.0002,0
5,10000,5.27162,5239220000000.0,0.0045302,90.0,0.2,0
10,10000,3.71459,13533200000000.0,0.0091257,90.0,0.1,0
100,10000,1.24533,344681000000000.0,0.0799313,90.0,0.01,0
125,10000,3.14049,2854190000000000.0,0.098367,90.0,0.008,0
400,10000,0.48289,875150000000000.0,0.306183,90.0,0.0025,0
500,10000,2.83433,763537000000000.0,0.393725,90.0,0.002,0
1000,10000,3.75233,395698000000000.0,0.818914,90.0,0.001,0
5000,10000,0.658472,3968420000000000.0,4.14855,90.0,0.0002,0
5,10000,0.594267,4385830000000.0,0.004591,90.0,0.2,0
10,10000,0.447469,15262400000000.0,0.0090641,90.0,0.1,0
100,10000,0.548739,78002700000000.0,0.0835487,90.0,0.01,0
125,10000,0.942707,370595000000000.0,0.0981697,90.0,0.008,0
400,10000,0.27357,285790000000000.0,0.301557,90.0,0.0025,0
500,10000,3.82744,429855000000000.0,0.388672,90.0,0.002,0
1000,10000,0.750946,332945000000000.0,0.802194,90.0,0.001,0
5000,10000,0.603967,1824680000000000.0,4.21165,90.0,0.0002,0
5,10000,4.17213,5320480000000.0,0.003734,90.0,0.2,0
10,10000,4.84428,13756500000000.0,0.0089317,90.0,0.1,0
100,10000,0.434488,1020000000000000.0,0.0884874,90.0,0.01,0
125,10000,1.26065,290307000000000.0,0.0974362,90.0,0.008,0
400,10000,2.361,6259440000000000.0,0.298944,90.0,0.0025,0
500,10000,1.71216,1073270000000000.0,0.395397,90.0,0.002,0
1000,10000,0.65368,1170260000000000.0,0.804566,90.0,0.001,0
5000,10000,5.28126,3046440000000000.0,4.17747,90.0,0.0002,0
5,10000,0.0186716,5054930000000.0,0.0045805,90.0,0.2,0
10,10000,0.0936297,17902100000000.0,0.0090769,90.0,0.1,0
100,10000,0.893654,396987000000000.0,0.0788361,90.0,0.01,0
125,10000,0.848046,1552380000000000.0,0.0984321,90.0,0.008,0
400,10000,1.11343,635367000000000.0,0.296638,90.0,0.0025,0
500,10000,0.413884,1376010000000000.0,0.392346,90.0,0.002,0
1000,10000,0.907637,4544290000000000.0,0.815284,90.0,0.001,0
5000,10000,0.946317,1092390000000000.0,4.17323,90.0,0.0002,0
5,10000,2.35668,4180810000000.0,0.0048368,90.0,0.2,0
10,10000,2.12295,13873100000000.0,0.0074181,90.0,0.1,0
100,10000,0.195462,462337000000000.0,0.0929555,90.0,0.01,0
125,10000,0.139905,66705000000000.0,0.117218,90.0,0.008,0
400,10000,0.558085,672110000000000.0,0.308466,90.0,0.0025,0
500,10000,0.0421655,1420920000000000.0,0.407516,90.0,0.002,0
1000,10000,0.293939,221668000000000.0,0.798934,90.0,0.001,0
5000,10000,1.86695,2364290000000000.0,4.14632,90.0,0.0002,0
5,10000,1.02513,4285750000000.0,0.0045459,90.0,0.2,0
10,10000,4.07003,15046700000000.0,0.0076311,90.0,0.1,0
100,10000,0.510333,216566000000000.0,0.0771839,90.0,0.01,0
125,10000,0.88199,8028770000000000.0,0.0972544,90.0,0.008,0
400,10000,2.71557,3577790000000000.0,0.299096,90.0,0.0025,0
500,10000,1.30071,781089000000000.0,0.400641,90.0,0.002,0
1000,10000,2.57344,1408440000000000.0,0.803669,90.0,0.001,0
5000,10000,1.52636,1450600000000000.0,4.17385,90.0,0.0002,0
5,10000,0.122502,3675810000000.0,0.0038285,90.0,0.2,0
10,10000,1.96991,25546900000000.0,0.0093059,90.0,0.1,0
100,10000,1.42731,213536000000000.0,0.0739438,90.0,0.01,0
125,10000,0.843891,226471000000000.0,0.116091,90.0,0.008,0
400,10000,0.95119,465486000000000.0,0.306387,90.0,0.0025,0
500,10000,0.432274,943177000000000.0,0.390682,90.0,0.002,0
1000,10000,3.69928,605123000000000.0,0.785389,90.0,0.001,0
5000,10000,3.22893,2337540000000000.0,4.19539,90.0,0.0002,0
5,10000,3.3001,4349740000000.0,0.0046092,90.0,0.2,0
10,10000,2.17997,13780100000000.0,0.0091674,90.0,0.1,0
100,10000,4.21178,609729000000000.0,0.0773531,90.0,0.01,0
125,10000,2.76697,335256000000000.0,0.0996943,90.0,0.008,0
400,10000,2.83257,127268000000000.0,0.296783,90.0,0.0025,0
500,10000,0.179154,506816000000000.0,0.397122,90.0,0.002,0
1000,10000,3.95712,267061000000000.0,0.837448,90.0,0.001,0
5000,10000,3.00899,1604660000000000.0,4.14816,90.0,0.0002,0
5,10000,1.92349,4962750000000.0,0.0045695,90.0,0.2,0
10,10000,0.0495854,15235400000000.0,0.0074717,90.0,0.1,0
100,10000,0.356853,186321000000000.0,0.0852236,90.0,0.01,0
125,10000,0.132744,174101000000000.0,0.0979589,90.0,0.008,0
400,10000,0.339127,5629320000000000.0,0.299554,90.0,0.0025,0
500,10000,0.758919,243333000000000.0,0.386774,90.0,0.002,0
1000,10000,2.37177,1010500000000000.0,0.788904,90.0,0.001,0
5000,10000,0.773971,941322000000000.0,4.21086,90.0,0.0002,0
5,10000,1.04297,3917160000000.0,0.0045713,90.0,0.2,0
10,10000,0.948134,10467300000000.0,0.0075225,90.0,0.1,0
100,10000,0.895954,73867200000000.0,0.0840574,90.0,0.01,0
125,10000,1.50476,574854000000000.0,0.0972649,90.0,0.008,0
400,10000,1.84954,1565850000000000.0,0.307023,90.0,0.0025,0
500,10000,1.13588,1108580000000000.0,0.389092,90.0,0.002,0
1000,10000,4.16682,1249150000000000.0,0.799473,90.0,0.001,0
5000,10000,0.59226,574147000000000.0,4.19964,90.0,0.0002,0
5,10000,5.01991,4797050000000.0,0.0046596,90.0,0.2,0
10,10000,2.18394,16383600000000.0,0.0077587,90.0,0.1,0
100,10000,0.695173,118424000000000.0,0.0758633,90.0,0.01,0
125,10000,1.20997,652887000000000.0,0.103994,90.0,0.008,0
400,10000,0.607356,1775940000000000.0,0.295113,90.0,0.0025,0
500,10000,1.91364,199854000000000.0,0.389472,90.0,0.002,0
1000,10000,4.26985,507694000000000.0,0.818888,90.0,0.001,0
5000,10000,2.42094,505072000000000.0,4.12856,90.0,0.0002,0
5,10000,2.42658,5387730000000.0,0.00465,90.0,0.2,0
10,10000,1.39429,15482800000000.0,0.0089285,90.0,0.1,0
100,10000,4.04961,291164000000000.0,0.0808125,90.0,0.01,0
125,10000,4.39712,517479000000000.0,0.126305,90.0,0.008,0
400,10000,3.60966,1518790000000000.0,0.289709,90.0,0.0025,0
500,10000,3.10462,1642360000000000.0,0.397738,90.0,0.002,0
1000,10000,1.20524,2387270000000000.0,0.774331,90.0,0.001,0
5000,10000,1.1858,230914000000000.0,4.17319,90.0,0.0002,0
5,10000,1.19375,4050770000000.0,0.0049222,90.0,0.2,0
10,10000,0.34777,17871700000000.0,0.010005,90.0,0.1,0
100,10000,0.330105,444106000000000.0,0.0867478,90.0,0.01,0
125,10000,0.947559,44961500000000.0,0.116532,90.0,0.008,0
400,10000,1.46569,465155000000000.0,0.301631,90.0,0.0025,0
500,10000,2.5153,981520000000000.0,0.387756,90.0,0.002,0
1000,10000,2.55598,247914000000000.0,0.789911,90.0,0.001,0
5000,10000,1.51961,183991000000000.0,4.1803,90.0,0.0002,0
5,10000,0.289529,5085850000000.0,0.0046359,90.0,0.2,0
10,10000,0.311184,19995600000000.0,0.0091953,90.0,0.1,0
100,10000,0.862466,227205000000000.0,0.0744306,90.0,0.01,0
125,10000,0.700104,178885000000000.0,0.104621,90.0,0.008,0
400,10000,1.70157,486936000000000.0,0.298827,90.0,0.0025,0
500,10000,0.540361,5025520000000000.0,0.390577,90.0,0.002,0
1000,10000,0.466584,572685000000000.0,0.78222,90.0,0.001,0
5000,10000,2.75529,1745980000000000.0,4.078,90.0,0.0002,0
5,10000,1.3701,5175430000000.0,0.0046772,90.0,0.2,0
10,10000,1.26756,22040300000000.0,0.0091364,90.0,0.1,0
100,10000,2.08551,595967000000000.0,0.0809285,90.0,0.01,0
125,10000,2.02074,377958000000000.0,0.102402,90.0,0.008,0
400,10000,1.00304,1583870000000000.0,0.323104,90.0,0.0025,0
500,10000,3.87549,787475000000000.0,0.392612,90.0,0.002,0
1000,10000,1.44916,657284000000000.0,0.773391,90.0,0.001,0
5000,10000,2.96144,958669000000000.0,4.30076,90.0,0.0002,0
5,10000,4.69849,4157060000000.0,0.0049175,90.0,0.2,0
10,10000,2.64513,10795500000000.0,0.0091304,90.0,0.1,0
100,10000,0.172056,317466000000000.0,0.0958957,90.0,0.01,0
125,10000,1.19657,1.65731e+16,0.0981339,90.0,0.008,0
400,10000,1.48277,183119000000000.0,0.301648,90.0,0.0025,0
500,10000,0.22152,545770000000000.0,0.390075,90.0,0.002,0
1000,10000,0.460363,1035640000000000.0,0.808442,90.0,0.001,0
5000,10000,0.246906,2274560000000000.0,4.17238,90.0,0.0002,0
1,10000,8.96602,0.0,0.0068608,110.0,1.0,0
2,10000,3.29346,638960000000.0,0.0128488,110.0,0.5,0
3,10000,2.51122,790878000000.0,0.0180684,110.0,0.333333,0
4,10000,1.34475,950312000000.0,0.0164338,110.0,0.25,0
6,10000,0.966784,1143130000000.0,0.0226837,110.0,0.166667,0
7,10000,0.577471,1316640000000.0,0.0272329,110.0,0.142857,0
8,10000,0.0758933,1317530000000.0,0.0304221,110.0,0.125,0
9,10000,0.906069,1462870000000.0,0.0367142,110.0,0.111111,0
1,10000,11.9825,0.0,0.0039308,110.0,1.0,0
2,10000,4.24856,599850000000.0,0.008809,110.0,0.5,0
3,10000,1.69076,763432000000.0,0.0121977,110.0,0.333333,0
4,10000,0.133321,874507000000.0,0.01549,110.0,0.25,0
6,10000,0.448019,1159140000000.0,0.0246719,110.0,0.166667,0
7,10000,0.286579,1301580000000.0,0.0265326,110.0,0.142857,0
8,10000,0.537165,1319030000000.0,0.0283461,110.0,0.125,0
9,10000,1.02985,1446330000000.0,0.030361,110.0,0.111111,0
1,10000,11.2169,0.0,0.0046646,110.0,1.0,0
2,10000,5.56987,665802000000.0,0.0068771,110.0,0.5,0
3,10000,2.21188,831513000000.0,0.0122816,110.0,0.333333,0
4,10000,2.11794,917590000000.0,0.0153621,110.0,0.25,0
6,10000,0.639416,1207750000000.0,0.0372381,110.0,0.166667,0
7,10000,0.69676,1275330000000.0,0.0345746,110.0,0.142857,0
8,10000,0.0559205,1357920000000.0,0.0351567,110.0,0.125,0
9,10000,0.603995,1462250000000.0,0.0333812,110.0,0.111111,0
1,10000,10.9852,0.0,0.0036041,110.0,1.0,0
2,10000,5.12989,618786000000.0,0.0078319,110.0,0.5,0
3,10000,2.67602,728691000000.0,0.012936,110.0,0.333333,0
4,10000,2.53836,964725000000.0,0.0157756,110.0,0.25,0
6,10000,2.71009,1178780000000.0,0.0218692,110.0,0.166667,0
7,10000,2.66864,1271070000000.0,0.027145,110.0,0.142857,0
8,10000,2.55143,1343360000000.0,0.0259991,110.0,0.125,0
9,10000,2.09946,1507340000000.0,0.0327298,110.0,0.111111,0
1,10000,11.7248,0.0,0.0034264,110.0,1.0,0
2,10000,6.51155,651570000000.0,0.0072271,110.0,0.5,0
3,10000,4.21235,769950000000.0,0.0124852,110.0,0.333333,0
4,10000,3.58388,953504000000.0,0.0143865,110.0,0.25,0
6,10000,2.6294,1172940000000.0,0.0234113,110.0,0.166667,0
7,10000,1.66118,1305970000000.0,0.026302,110.0,0.142857,0
8,10000,1.89026,1348740000000.0,0.0260007,110.0,0.125,0
9,10000,1.59593,1445980000000.0,0.0295641,110.0,0.111111,0
1,10000,10.7312,0.0,0.0034539,110.0,1.0,0
2,10000,4.62547,610302000000.0,0.0072581,110.0,0.5,0
3,10000,3.27173,810143000000.0,0.0101196,110.0,0.333333,0
4,10000,0.867576,893476000000.0,0.015604,110.0,0.25,0
6,10000,2.03715,1118850000000.0,0.0290264,110.0,0.166667,0
7,10000,1.17023,1256280000000.0,0.029072,110.0,0.142857,0
8,10000,0.282973,1320940000000.0,0.0302944,110.0,0.125,0
9,10000,0.694762,1467490000000.0,0.0338938,110.0,0.111111,0
1,10000,9.59826,0.0,0.0034597,110.0,1.0,0
2,10000,4.35686,656858000000.0,0.0070892,110.0,0.5,0
3,10000,1.81033,818827000000.0,0.0112739,110.0,0.333333,0
4,10000,2.10776,940394000000.0,0.0163646,110.0,0.25,0
6,10000,0.393645,1208190000000.0,0.0292636,110.0,0.166667,0
7,10000,0.278081,1268450000000.0,0.0259722,110.0,0.142857,0
8,10000,0.0482539,1344320000000.0,0.0344556,110.0,0.125,0
9,10000,0.382465,1415590000000.0,0.0329281,110.0,0.111111,0
1,10000,11.7514,0.0,0.003236,110.0,1.0,0
2,10000,5.43217,605901000000.0,0.0083204,110.0,0.5,0
3,10000,2.86249,757546000000.0,0.0112565,110.0,0.333333,0
4,10000,2.37084,899023000000.0,0.0150434,110.0,0.25,0
6,10000,1.94791,1148090000000.0,0.0224642,110.0,0.166667,0
7,10000,1.6816,1264350000000.0,0.025717,110.0,0.142857,0
8,10000,1.61103,1301590000000.0,0.0291472,110.0,0.125,0
9,10000,1.59231,1489930000000.0,0.0299603,110.0,0.111111,0
1,10000,10.5439,0.0,0.0038487,110.0,1.0,0
2,10000,5.08303,616717000000.0,0.0072383,110.0,0.5,0
3,10000,3.02775,837816000000.0,0.0106427,110.0,0.333333,0
4,10000,1.32827,954522000000.0,0.0150068,110.0,0.25,0
6,10000,1.38777,1140470000000.0,0.0230374,110.0,0.166667,0
7,10000,0.0236369,1311210000000.0,0.0352181,110.0,0.142857,0
8,10000,0.654442,1379930000000.0,0.0325629,110.0,0.125,0
9,10000,0.541712,1435220000000.0,0.0366452,110.0,0.111111,0
1,10000,10.8997,0.0,0.0037886,110.0,1.0,0
2,10000,4.3909,644505000000.0,0.0086051,110.0,0.5,0
3,10000,2.31369,780948000000.0,0.0149657,110.0,0.333333,0
4,10000,2.20672,889163000000.0,0.0174111,110.0,0.25,0
6,10000,1.91056,1138260000000.0,0.0258146,110.0,0.166667,0
7,10000,0.0599682,1271950000000.0,0.0256591,110.0,0.142857,0
8,10000,0.999324,1324690000000.0,0.0287432,110.0,0.125,0
9,10000,0.534551,1479160000000.0,0.0321339,110.0,0.111111,0
1,10000,12.0468,0.0,0.0028259,110.0,1.0,0
2,10000,5.71467,610115000000.0,0.0071922,110.0,0.5,0
3,10000,4.01465,765107000000.0,0.0113559,110.0,0.333333,0
4,10000,2.40045,901249000000.0,0.0160062,110.0,0.25,0
6,10000,1.76433,1172930000000.0,0.0240389,110.0,0.166667,0
7,10000,1.41105,1310580000000.0,0.0252239,110.0,0.142857,0
8,10000,0.238992,1367560000000.0,0.0293602,110.0,0.125,0
9,10000,2.03257,1486730000000.0,0.030334,110.0,0.111111,0
1,10000,10.5804,0.0,0.0035052,110.0,1.0,0
2,10000,4.20672,633013000000.0,0.0065585,110.0,0.5,0
3,10000,2.68719,791646000000.0,0.0111289,110.0,0.333333,0
4,10000,1.97561,952600000000.0,0.0146334,110.0,0.25,0
6,10000,1.41933,1213920000000.0,0.0241261,110.0,0.166667,0
7,10000,1.79535,1314620000000.0,0.0314913,110.0,0.142857,0
8,10000,0.722107,1390530000000.0,0.033796,110.0,0.125,0
9,10000,0.911346,1429880000000.0,0.0321534,110.0,0.111111,0
1,10000,12.8572,0.0,0.0033626,110.0,1.0,0
2,10000,5.64158,633062000000.0,0.0062638,110.0,0.5,0
3,10000,2.68264,795935000000.0,0.0113189,110.0,0.333333,0
4,10000,2.75438,981523000000.0,0.014702,110.0,0.25,0
6,10000,2.34463,1175840000000.0,0.0232717,110.0,0.166667,0
7,10000,1.92328,1314020000000.0,0.0270036,110.0,0.142857,0
8,10000,1.72476,1384360000000.0,0.0292593,110.0,0.125,0
9,10000,0.776646,1431110000000.0,0.0309868,110.0,0.111111,0
1,10000,11.8929,0.0,0.0040278,110.0,1.0,0
2,10000,5.18207,649674000000.0,0.011462,110.0,0.5,0
3,10000,2.39448,788863000000.0,0.0165974,110.0,0.333333,0
4,10000,1.19709,924330000000.0,0.0183392,110.0,0.25,0
6,10000,0.292207,1212140000000.0,0.0253643,110.0,0.166667,0
7,10000,0.611473,1270070000000.0,0.0263159,110.0,0.142857,0
8,10000,0.437537,1358310000000.0,0.0293033,110.0,0.125,0
9,10000,1.10763,1387230000000.0,0.032756,110.0,0.111111,0
1,10000,11.759,0.0,0.0048853,110.0,1.0,0
2,10000,5.56339,642676000000.0,0.0072592,110.0,0.5,0
3,10000,2.82752,785179000000.0,0.0115697,110.0,0.333333,0
4,10000,2.35607,943510000000.0,0.0188239,110.0,0.25,0
6,10000,1.93211,1141690000000.0,0.026968,110.0,0.166667,0
7,10000,1.02986,1241240000000.0,0.0292775,110.0,0.142857,0
8,10000,1.17691,1381730000000.0,0.0417928,110.0,0.125,0
9,10000,0.71353,1447140000000.0,0.0375674,110.0,0.111111,0
1,10000,10.5374,0.0,0.0032651,110.0,1.0,0
2,10000,4.07096,649124000000.0,0.0072262,110.0,0.5,0
3,10000,3.27959,782790000000.0,0.0159658,110.0,0.333333,0
4,10000,0.970795,920296000000.0,0.0153459,110.0,0.25,0
6,10000,1.56713,1170590000000.0,0.0221523,110.0,0.166667,0
7,10000,2.13607,1296440000000.0,0.0243858,110.0,0.142857,0
8,10000,1.08688,1351520000000.0,0.0292633,110.0,0.125,0
9,10000,1.41818,1536260000000.0,0.0338432,110.0,0.111111,0
1,10000,11.2726,0.0,0.0045059,110.0,1.0,0
2,10000,6.12666,587832000000.0,0.007901,110.0,0.5,0
3,10000,3.01679,781521000000.0,0.0130491,110.0,0.333333,0
4,10000,2.14595,901004000000.0,0.0143891,110.0,0.25,0
6,10000,1.33069,1156230000000.0,0.0227996,110.0,0.166667,0
7,10000,1.39915,1243880000000.0,0.0257909,110.0,0.142857,0
8,10000,1.00925,1275280000000.0,0.0289845,110.0,0.125,0
9,10000,1.45611,1435350000000.0,0.0353683,110.0,0.111111,0
1,10000,10.9127,0.0,0.005992,110.0,1.0,0
2,10000,5.68199,613805000000.0,0.0116153,110.0,0.5,0
3,10000,3.90331,827664000000.0,0.0171274,110.0,0.333333,0
4,10000,2.69144,920513000000.0,0.0207235,110.0,0.25,0
6,10000,0.860039,1225000000000.0,0.0287392,110.0,0.166667,0
7,10000,1.64933,1323790000000.0,0.0257653,110.0,0.142857,0
8,10000,0.972283,1364930000000.0,0.0288075,110.0,0.125,0
9,10000,1.72635,1450970000000.0,0.0364783,110.0,0.111111,0
1,10000,10.8236,0.0,0.0035861,110.0,1.0,0
2,10000,4.9997,686335000000.0,0.007586,110.0,0.5,0
3,10000,3.9501,807900000000.0,0.0120414,110.0,0.333333,0
4,10000,2.60638,976147000000.0,0.0141258,110.0,0.25,0
6,10000,0.942649,1193230000000.0,0.0205928,110.0,0.166667,0
7,10000,0.699423,1275750000000.0,0.0270477,110.0,0.142857,0
8,10000,0.325497,1442020000000.0,0.0265869,110.0,0.125,0
9,10000,1.2088,1412410000000.0,0.0321855,110.0,0.111111,0
1,10000,9.74936,0.0,0.0029669,110.0,1.0,0
2,10000,5.21172,613476000000.0,0.0070869,110.0,0.5,0
3,10000,3.4793,777936000000.0,0.0117771,110.0,0.333333,0
4,10000,1.47929,916370000000.0,0.0144043,110.0,0.25,0
6,10000,1.50948,1138390000000.0,0.0215998,110.0,0.166667,0
7,10000,0.281734,1215080000000.0,0.0255366,110.0,0.142857,0
8,10000,0.854569,1386950000000.0,0.0287825,110.0,0.125,0
9,10000,0.072141,1512930000000.0,0.0324974,110.0,0.111111,0
1,10000,9.96486,0.0,0.0037657,110.0,1.0,0
2,10000,4.2057,608057000000.0,0.0069796,110.0,0.5,0
3,10000,2.58233,754526000000.0,0.0124426,110.0,0.333333,0
4,10000,2.10968,914528000000.0,0.0168433,110.0,0.25,0
6,10000,1.37343,1121690000000.0,0.0217387,110.0,0.166667,0
7,10000,0.865195,1291830000000.0,0.0257658,110.0,0.142857,0
8,10000,0.0741206,1391210000000.0,0.0334374,110.0,0.125,0
9,10000,0.572464,1430400000000.0,0.0348329,110.0,0.111111,0
1,10000,11.1022,0.0,0.0033129,110.0,1.0,0
2,10000,4.83541,627662000000.0,0.0071693,110.0,0.5,0
